rateContent,appendComment_content
还没安装~先好评！效果待追加！,
会发热,
很清晰,
宝贝非常喜欢，不会用卖家也很耐心的指导,
相当的不错 不错,
白天清晰度还可以吧，不是很清楚，特意试了下晚上没有路灯的情况下只开大灯，连对面车的颜色都看不清，总体一般吧，,现在用着还不错的，看来是以前设置错了！分辨率弄错了，还是很清晰的，比同事的乐视要好点。
刚试了试！效果不错！而且卖家服务态度好，送的东西也多！非常赞！,
帮亲戚买的，希望好用,
非常的好，广角很厉害，也挺小巧的，重新布了下线，很不错，就是电池不怎么抗用,
很好，很不错,
价位公道，朋友推荐购买的，才刚装上，外观还可以，用一段时间再来评价好不好吧。,
好用不贵，100 200的不能比，好家伙，主要看中卡尔蔡司镜头，以前诺基亚指定摄像头，总体满意 ，满分。,
物流极快，客服咨询很耐心，内存卡读取之后播放的画面也很清晰,
很适用，已经帮同事装上，效果好，自己的车还没到，我一直信任凌度，原来的车就是用的凌度。,
产品描述的一样！店家服务真好！质量很好！夜视效果不错！放在电脑看很清楚！会推荐给朋友的！,
杠杠清楚，黑天白天都没的说，小遗憾就是用手机无法无线连接查看视频，性价比很高，值得入手。,
一直想买行车记录仪，终于找到心仪的，毫不犹豫购买，收到宝贝很满意，夜间的图像也很清楚。 很好，耐心解答各种问题,
不错！,
一般，总是修复，,
东西挺不错，清晰度挺高！,
收到后在家试了一下，机器画面还不错，功能都够用，操作简单。 散热不太好，自带电池续航很差，买的无卡无礼包版，自带的电源线很不实用，建议另配。,
宝贝看着不错。还没安装。,
开车20时速以上录像不清析近距离看不清前车牌，特别晚上更不清楚，在电脑看都是看不清车牌，没有商家所录制的视频清析，主机会录像每隔15分钟左右会自动关机重启修复再录像，问客服原因，直接叫我寄回去检查后再换邮资要我出，我觉得太麻烦了，一寄一回又不知道要搞多少天了，当自己倒霉吧。,
行车记录仪安装很简单，使用很方便，图像很清晰。耗电量很低，用充电宝即可记录很长时间。卖家对于提问能够积极认真指导，服务很好！好评！ 卖家发货速度很快，给予好评！,
第二次买了，挺清晰的，推荐购买,
记录仪质量还可以，电子狗体积有点大，两个是分体的，走线也不是很方便，还是好评吧,
很清晰，还可以调节震动拍照的敏感度，物流也很快，5分好评！,
东西非常不错，很清晰。,
宝贝很好，老婆很满意!,
白天都拍得很好，晚上就看到前面两团黄黄的光。,
挺好,
宝贝还是很不错的，我买的是带电的狗的。还是比较准，比我前几次买的电子狗准多了。5分好评！,
很好,
此用户没有填写评论!,效果不错，清晰。
不错不错，前前后后选了很久，开始安装上去感觉和我以前那个差不多，不过进入隧道天黑的时候，价值就出来了，然后电脑上看了下白天的视频，我只能说就差看见地下的针了，这个价位不错。老板服务相当周到,
感覺一般,
忘记写评论了！618用卷买的挺划算的。,
质量非常好，小巧省空间，拍频也很清晰，不错,
有点发热,
还不错 比较清楚，就是夜晚还没用，等用完再追评。,
试了一阵子，感觉还不错。没用的功能全屏蔽。目前还没出什么故障。真正的考验是夏天，看太阳暴晒下还能不能正常的使用。。,
一、物流很快。二、客服态度较差，对顾客有点爱答不理。三、产品价格适中但跟宣传效果相差甚远，画质一般，不过根本看不清前车车牌，夜视效果还没测试到时候追加评价。四、客服千万别来骚扰我不然报警。来自一个普通的淘宝客户的评价。,
小小巧巧的，很不错！读卡器一下补发了三个，谢谢！,
机器包装精美，配件齐全，比较小巧，经过实际测试，开机速度快，拍摄视频清晰，各项功能符合介绍。赠品不少，也很实用。 服务：很好！,
发货快，顺风也给力，目前还没使用，等以后安装使用了再追加评论。,
此用户没有填写评论!,用了半年多了，这些天高温天气晒的把吸盘都晒坏了，找到卖家希望能配个零件过来的，不得不说卖家的服务态度真是杠杠滴，二话不说直接要我把单号发过去就行，他们直接发货过来，本来还以为要钱的，结果卖家说扬州的不远，不要钱，其实钱不钱无所谓，关键卖家的服务态度真是好，第一次遇到这样的卖家，很舒心，毕竟都过来半年了，还以为卖家不理我了呢。我买东西买了这么久，追平还没写过，这是第一次写呢，非常棒的卖家，值得大家信赖！
刚刚安装，还没试效果。屏太小了，若能wifi手机就完美了,
记录仪效果一般，会车不易看清车牌。雷达不错,
宝贝收到了，呵呵，外观小巧精致，很清晰，录像很稳定，不错。呵呵,
宝贝收到了，质量非常好，特别喜欢，感觉特别实用，谢谢卖家的细心包装哟，必须赞,
此用户没有填写评论!,太差了，路稍微不平抖动录得模糊！客服态度差
宝贝不错，试用效果很好,
看卖的多就买了，不知道算不算好，自己安装的不复杂。机器很热，快递很慢,
蛮好的,
很小巧精致,
东西很好。安装上用了几天，图像很清晰，摄像范围比以前用的那个宽很多。不错的产品，套餐很实惠。 快递挺快，就是快递包装简单了些。,
买给老爸用的 自己还没看到 已安装上 具体回家再追评,
这款行车记录仪还挺实惠的。建议大家内存一定要买大一点的，我买的16G太不够用了，就半天。自己安装挺方便的。,
可以！录像不错！就是点烟器插头容易松动！老是断电！不过还是好评吧！,
下午刚拿到手！还没摸熟悉，具体情况有待追评,
这款行车记录仪小巧，非常喜欢，操作简单实用，挂在反光镜下不影响视线，录像清晰，不错的一款行车记录仪，全5分好评。 客服服务态度很好,
很清晰，功能强大，卖家也很热心。,
质量不错，图像清晰，全五分,
做工很差劲，你们的产品没有标准么？还是你们就没有产品检验？一个外露使用配合项，留那么大个间隙！害的我把你们好心送我的SD卡给插到缝里，掉到机子里了！不爽！,
此用户没有填写评论!,还不错
此用户没有填写评论!,很不错阿，而且他的那个轨道偏移更加实用，而且还有那个前方预警功能非常好，就是那个和3合1转接头接口不是很配合，老是行车过程中很容易断电，而且自吸盘在天热的时候容易掉下来，而且夏天使用后温度较高。不建议长期监控使用
用了几天才来评价的，记录的很清晰，夜间使用和白天一样,
很棒啊，物流超级快，服务态度很好,
很不错,
刚刚收到，在充电，等用后再来评。,
还没有用！,
收到宝贝后，同事也要，又拍了一个，质量杠杠的！,
?,
宝贝很好，店家还送了很多东西，唯一心塞的就是刚到手就发现宝贝又降价了30元,
试用一段时间，很清晰，比以前买的某二线品牌好多了，而且，不死机，虽然发烫，但是耐高温。挺好的。,
东西挺重的，安装方便，车道偏移，交易关闭，有点吵，其他还好，没有死机现象。,
很快就收到了宝贝，拆开里面好多赠品，特意在白天和晚上试了一下效果，真的是一分钱一分货，清晰度杠杠的，十分满意！,
看着挺好的，用用再来追加哈！！,
白天挺清晰的，晚上还不知道呢，会有追平！比原来交保险送的强百套！,这就是晚上的效果，一分钱一分货！
此用户没有填写评论!,除了机体发热其他没有问题
没有那么大角度，说170，最多也就150度，视频白天还可以，晚上差点，,
宝贝已经收到，外观感觉很好，特意试用了才来评论的，白天能正常使用，很棒！晚上拍摄的清晰度很模糊，对晚上拍摄要求比较高的买家要注意了，基本看不清对面的任何车牌号，总体感觉还可以，先给好评吧！,另附截图
